AirportName,Latitude,Longitude,Continent,IsoCountry,IsoRegion,City,GpsCode,IataCode
Marau Airport,-9.86166954,160.8249969,OC,SB,SB-GU,Marau,AGGU,RUS
Marawaka Airport,-6.9736,145.8849,OC,PG,PG-EHG,Marawaka,AYMW,MWG
Marcelo Pires Halzhausen Airport,-22.64,-50.453056,SA,BR,BR-SP,Assis,SNAX,AIF
March Air Reserve Base,33.880699,-117.259003,NA,US,US-CA,Riverside,KRIV,RIV
Marche Airport,43.616299,13.3623,EU,IT,IT-57,Ancona,LIPY,AOI
Marco Island Executive Airport,25.995001,-81.672501,NA,US,US-FL,Marco Island,KMKY,MRK
Marcos A. Gelabert International Airport,8.973340034,-79.55560303,NA,PA,PA-8,Albrook,MPMG,PAC
Mar de Cortés International Airport,31.351987,-113.305177,NA,MX,MX-SON,Puerto Peñasco,MMPE,PPE
Mardin Airport,37.22330093,40.63169861,AS,TR,TR-47,Mardin,LTCR,MQM
Maré Airport,-21.4817009,168.0379944,OC,NC,NC-U-A,Maré,NWWR,MEE
Marechal Cunha Machado International Airport,-2.58536,-44.2341,SA,BR,BR-MA,São Luís,SBSL,SLZ
Marechal Rondon Airport,-15.6529,-56.116699,SA,BR,BR-MT,Cuiabá,SBCY,CGB
Marfa Municipal Airport,30.369593,-104.015893,NA,US,US-TX,Marfa,KMRF,MRF
Margaret Ekpo International Airport,4.976019859,8.347200394,AF,NG,NG-CR,Calabar,DNCA,CBQ
Margate Airport,-30.85740089,30.34300041,AF,ZA,ZA-NL,Margate,FAMG,MGH
Maria Cristina (Iligan) Airport,8.13049,124.214996,AS,PH,PH-LAN,Balo-i,RPMI,IGN
María Dolores Airport,-37.40169907,-72.42539978,SA,CL,CL-BI,Los Angeles,SCGE,LSQ
Maria Montez International Airport,18.25149918,-71.12039948,NA,DO,DO-04,Barahona,MDBH,BRX
Mariana Grajales Airport,20.08530045,-75.15830231,NA,CU,CU-14,Guantánamo,MUGT,GAO
Maria Reiche Neuman Airport,-14.854,-74.961502,SA,PE,PE-ICA,Nazca,SPZA,NZC
Marib Airport,15.469228,45.327272,AS,YE,YE-MA,Marib,OYMB,MYN
Mariehamn Airport,60.1222,19.898199,EU,FI,FI-01,Mariehamn,EFMA,MHQ
Marina Di Campo Airport,42.7603,10.2394,EU,IT,IT-52,Marina  Di Campo,LIRJ,EBA
Marina Municipal Airport,36.68190002,-121.762001,NA,US,US-CA,Marina,KOAR,OAR
Marin County Airport - Gnoss Field,38.14360046,-122.5559998,NA,US,US-CA,Novato,KDVO,NOT
Marinda Airport,-0.423056,130.773333,AS,ID,ID-PB,Waisai,WASN,RJM
Marinduque Airport,13.36100006,121.8259964,AS,PH,PH-MAD,Gasan,RPUW,MRQ
Mário de Almeida Franco Airport,-19.76472282,-47.96611023,SA,BR,BR-MG,Uberaba,SBUR,UBA
Marion County Airport - Brown Field,35.060699,-85.585297,NA,US,US-TN,Jasper,KAPT,APT
Marion County Rankin Fite Airport,34.11759949,-87.99819946,NA,US,US-AL,Hamilton,KHAB,HAB
Marion County Regional Airport,36.29090118,-92.59030151,NA,US,US-AR,Flippin,KFLP,FLP
Marion Downs Airport,-23.363702,139.649663,OC,AU,AU-QLD,Marion Downs,YMWX,MXD
Marion Municipal Airport,40.61619949,-83.06349945,NA,US,US-OH,Marion,KMNN,MNN
Marion Municipal Airport,40.48989868,-85.67970276,NA,US,US-IN,Marion,KMZZ,MZZ
Mário Pereira Lopes–São Carlos Airport,-21.875401,-47.903703,SA,BR,BR-SP,São Carlos,SDSC,QSC
Mário Ribeiro Airport,-16.706919,-43.818901,SA,BR,BR-MG,Montes Claros,SBMK,MOC
Maripasoula Airport,3.655907,-54.039431,SA,GF,GF-SL,Maripasoula,SOOA,MPY
Mariposa Yosemite Airport,37.51089859,-120.0400009,NA,US,US-CA,Mariposa,KMPI,RMY
Mariquita Airport,5.21256,-74.8836,SA,CO,CO-TOL,Mariquita,SKQU,MQU
Mariscal Lamar Airport,-2.88947,-78.984398,SA,EC,EC-A,Cuenca,SECU,CUE
Mariscal Sucre International Airport,-0.125399,-78.354306,SA,EC,EC-P,Quito,SEQM,UIO
Mariupol International Airport,47.0760994,37.44960022,EU,UA,UA-14,Mariupol,UKCM,MPW
Markovo Airport,64.665088,170.429782,EU,RU,RU-CHU,Markovo,UHMO,KVM
Marla Airport,-27.334298,133.627696,OC,AU,AU-SA,Marla,YALA,MRP
Marlboro County Jetport - H E Avent Field Airport,34.6217,-79.734398,NA,US,US-SC,Bennettsville,KBBP,BTN
Marmul Airport,18.138999,55.179005,AS,OM,OM-ZU,Marmul,OOMX,OMM
Maroantsetra Airport,-15.437742,49.689081,AF,MG,MG-A,Maroantsetra,FMNR,WMN
Marqua Airport,-22.80579948,137.2510071,OC,AU,AU-NT,Marqua,YMQA,MQE
Marsa Alam International Airport,25.555548,34.59245,AF,EG,EG-BA,Marsa Alam,HEMA,RMF
Marsa al Brega Airport,30.378099,19.576401,AF,LY,LY-WA,Marsa al Brega,HLMB,LMQ
Marsabit Airport,2.344254,37.999996,AF,KE,KE-400,Marsabit,HKMB,RBT
Marsa Matruh International Airport,31.338225,27.217577,AF,EG,EG-MT,Marsa Matruh,HEMM,MUH
Marseille Provence Airport,43.43927192,5.221424103,EU,FR,FR-PAC,Marseille,LFML,MRS
Marshall Army Air Field,39.053021,-96.764202,NA,US,US-KS,Fort Riley (Junction City),KFRI,FRI
Marshall Don Hunter Sr Airport,61.86429977,-162.026001,NA,US,US-AK,Marshall,PADM,MLL
Marshall Islands International Airport,7.064760208,171.2720032,OC,MH,MH-MAJ,Majuro Atoll,PKMJ,MAJ
Marshall Memorial Municipal Airport,39.09579849,-93.20290375,NA,US,US-MO,Marshall,KMHL,MHL
Marshfield Municipal Airport,44.63690186,-90.18930054,NA,US,US-WI,Marshfield,KMFI,MFI
Martha's Vineyard Airport,41.39310074,-70.61430359,NA,US,US-MA,Martha's Vineyard,KMVY,MVY
Martinique Aimé Césaire International Airport,14.591,-61.003201,NA,MQ,MQ-U-A,Fort-de-France,TFFF,FDF
Martin Miguel De Guemes International Airport,-24.8560009,-65.48619843,SA,AR,AR-A,Salta,SASA,SLA
Martin State Airport,39.325699,-76.413803,NA,US,US-MD,Baltimore,KMTN,MTN
Marudi Airport,4.178734,114.330318,AS,MY,MY-13,Marudi,WBGM,MUR
Maryborough Airport,-25.513528,152.713603,OC,AU,AU-QLD,Maryborough,YMYB,MBH
Mary International Airport,37.62353,61.895668,AS,TM,TM-M,Mary,UTAM,MYP
Mary's Harbour Airport,52.302837,-55.847626,NA,CA,CA-NL,Mary's Harbour,CYMH,YMH
Masa Airport,-6.345,147.591,OC,PG,PG-MPL,Masa,AYSX,MBV
Masasi Airport,-10.7329998,38.76699829,AF,TZ,TZ-17,Masasi,HTMI,XMI
Mashhad International Airport,36.23519897,59.64099884,AS,IR,IR-09,Mashhad,OIMM,MHD
Masi Manimba Airport,-4.782999992,17.85000038,AF,CD,CD-KU,Masi Manimba,FZCV,MSM
Masindi Airport,1.758059978,31.73670006,AF,UG,UG-W,Masindi,HUMI,KCU
Mason City Municipal Airport,43.157799,-93.331299,NA,US,US-IA,Clear Lake,KMCW,MCW
Mason County Airport,43.96250153,-86.40789795,NA,US,US-MI,Ludington,KLDM,LDM
Massawa International Airport,15.67000008,39.37009811,AF,ER,ER-SK,Massawa,HHMS,MSW
Massena International Airport Richards Field,44.936157,-74.844304,NA,US,US-NY,Massena,KMSS,MSS
Masset Airport,54.02750015,-132.125,NA,CA,CA-BC,Masset,CZMT,ZMT
Masvingo International Airport,-20.05529976,30.85910034,AF,ZW,ZW-MV,Masvingo,FVMV,MVZ
Mata'aho Airport,-15.5708,-175.632996,OC,TO,TO-03,"Angaha, Niuafo'ou Island",NFTO,NFO
Matagami Airport,49.76169968,-77.80280304,NA,CA,CA-QC,Matagami,CYNM,YNM
Matahora Airport,-5.293996,123.634,AS,ID,ID-SG,Wangi-wangi Island,WAWD,WNI
Mataiva Airport,-14.86810017,-148.7169952,OC,PF,PF-U-A,Mataiva,NTGV,MVT
Matak Airport,3.34812,106.258003,AS,ID,ID-RI,Palmatak,WIDM,MWK
Matane Airport,48.85689926,-67.45330048,NA,CA,CA-QC,Matane,CYME,YME
Matari Airport,2.82761,27.588301,AF,CD,CD-HU,Isiro,FZJH,IRP
Mataveri Airport,-27.16480064,-109.4219971,SA,CL,CL-VS,Isla De Pascua,SCIP,IPC
Matecaña International Airport,4.81267,-75.7395,SA,CO,CO-RIS,Pereira,SKPE,PEI
Matei Airport,-16.690599,-179.876999,OC,FJ,FJ-N,Matei,NFNM,TVU
Mathilda Batlayeri Airport,-7.848354,131.337068,AS,ID,ID-MA,Saumlaki-Yamdena Island,WAPS,SXK
Mati National Airport,6.949091,126.27368,AS,PH,PH-DAO,Mati,RPMQ,MXI
Matsapha Airport,-26.528999,31.307501,AF,SZ,SZ-MA,Manzini,FDMS,MTS
Matsu Beigan Airport,26.224199,120.002998,AS,TW,TW-X-LK,Matsu (Beigan),RCMT,MFK
Matsu Nangan Airport,26.1598,119.958,AS,TW,TW-X-LK,Matsu (Nangan),RCFG,LZN
Matsuyama Airport,33.82720184,132.6999969,AS,JP,JP-38,Matsuyama,RJOM,MYJ
Mattala Rajapaksa International Airport,6.284467,81.124128,AS,LK,LK-3,Hambantota,VCRI,HRI
Matthew Spain Airport,17.185898,-89.009936,NA,BZ,BZ-CY,Spanish Lookout,MZCF,SQS
Matthews Ridge Airport,7.487736,-60.185237,SA,GY,GY-BA,Matthews Ridge,SYMR,MWJ
Maturín Airport,9.749023,-63.153348,SA,VE,VE-N,Maturín,SVMT,MUN
Maués Airport,-3.37217,-57.7248,SA,BR,BR-AM,Maués,SWMW,MBZ
Mauke Airport,-20.13610077,-157.3450012,OC,CK,CK-U-A,Mauke Island,NCMK,MUK
Maun Airport,-19.97260094,23.43110085,AF,BW,BW-NW,Maun,FBMN,MUB
Maupiti Airport,-16.42650032,-152.2440033,OC,PF,PF-U-A,Maupiti,NTTP,MAU
Maurice Bishop International Airport,12.0042,-61.786201,NA,GD,GD-GE,Saint George's,TGPY,GND
Maury County Airport,35.55410004,-87.17890167,NA,US,US-TN,Columbia/Mount Pleasant,KMRC,MRC
Mawlamyine Airport,16.44470024,97.66069794,AS,MM,MM-15,Mawlamyine,VYMM,MNU
Maximo Gomez Airport,22.02709961,-78.78959656,NA,CU,CU-08,Ciego de Avila,MUCA,AVI
Maxson Airfield,44.312002,-75.90034,NA,US,US-NY,Alexandria Bay,89NY,AXB
Maxwell Air Force Base,32.3829,-86.365799,NA,US,US-AL,Montgomery,KMXF,MXF
Mayaguana Airport,22.379499,-73.013494,NA,BS,BS-MG,Abrahams Bay,MYMM,MYG
Mayajigua Airport,22.23080063,-79.06220245,NA,CU,CU-07,Mayajigua,MUMJ,MJG
Maya-Maya Airport,-4.251699924,15.25300026,AF,CG,CG-12,Brazzaville,FCBB,BZV
May Creek Airport,61.33570099,-142.6869965,NA,US,US-AK,May Creek,MYK,MYK
Maymana Zahiraddin Faryabi Airport,35.930801,64.760902,AS,AF,AF-FYB,Maymana,OAMN,MMZ
Mayo Airport,63.61640167,-135.8679962,NA,CA,CA-YT,Mayo,CYMA,YMA
Mayor Buenaventura Vivas International Airport,7.56538,-72.035103,SA,VE,VE-S,Santo Domingo,SVSO,STD
Mayor General FAP Armando Revoredo Iglesias Airport,-7.139180183,-78.48940277,SA,PE,PE-CAJ,Cajamarca,SPJR,CJA
Mayor PNP Nancy Flores Paucar Airport,-11.3254,-74.535598,SA,PE,PE-JUN,Mazamari,SPMF,MZA
May River Airstrip,-4.3615,141.785,OC,PG,PG-ESW,May River,AYRV,MRH
Mayumba Airport,-3.458372,10.676539,AF,GA,GA-5,Mayumba,FOOY,MYB
Mazar-i-Sharif International Airport,36.706902,67.209702,AS,AF,AF-BAL,Mazar-i-Sharif,OAMS,MZR
Mbala Airport,-8.85916996,31.33639908,AF,ZM,ZM-05,Mbala,FLBA,MMQ
Mbandaka Airport,0.022600001,18.2887001,AF,CD,CD-EQ,Mbandaka,FZEA,MDK
Mbanza Congo Airport,-6.269899845,14.24699974,AF,AO,AO-ZAI,Mbanza Congo,FNBC,SSY
Mbarara Airport,-0.555278,30.5994,AF,UG,UG-W,Mbarara,HUMA,MBQ
M'Bigou Airport,-1.883000016,11.93299961,AF,GA,GA-4,M'Bigou,FOGG,MBC
M'Boki Airport,5.333010197,25.93190002,AF,CF,CF-HM,Mboki,FEGE,MKI
MBS International Airport,43.532902,-84.079597,NA,US,US-MI,Saginaw,KMBS,MBS
Mbuji Mayi Airport,-6.121240139,23.56900024,AF,CD,CD-KE,Mbuji Mayi,FZWA,MJM
Mc Alester Regional Airport,34.882401,-95.783501,NA,US,US-OK,Mc Alester,KMLC,MLC
McAllen Miller International Airport,26.176141,-98.237965,NA,US,US-TX,McAllen,KMFE,MFE
McArthur River Mine Airport,-16.44249916,136.0839996,OC,AU,AU-NT,McArthur River Mine,YMHU,MCV
McCall Municipal Airport,44.88970184,-116.1009979,NA,US,US-ID,McCall,KMYL,MYL
Mc Carthy Airport,61.43709946,-142.904007,NA,US,US-AK,Mccarthy,PAMX,MXY
McChord Air Force Base,47.137699,-122.475998,NA,US,US-WA,Tacoma,KTCM,TCM
McClellan Airfield,38.667599,-121.401001,NA,US,US-CA,Sacramento,KMCC,MCC
McClellan-Palomar Airport,33.1283,-117.279999,NA,US,US-CA,Carlsbad,KCRQ,CLD
McComb-Pike County Airport / John E Lewis Field,31.178499,-90.471901,NA,US,US-MS,McComb,KMCB,MCB
McConnell Air Force Base,37.621899,-97.268204,NA,US,US-KS,Wichita,KIAB,IAB
Mc Cook Ben Nelson Regional Airport,40.20629883,-100.5920029,NA,US,US-NE,Mc Cook,KMCK,MCK
Mc Entire Joint National Guard Base,33.92079926,-80.80130005,NA,US,US-SC,Eastover,KMMT,MMT
McGhee Tyson Airport,35.811001,-83.994003,NA,US,US-TN,Alcoa,KTYS,TYS
McGrath Airport,62.95289993,-155.6060028,NA,US,US-AK,McGrath,PAMC,MCG
Mc Guire Air Force Base,40.0155983,-74.59169769,NA,US,US-NJ,Wrightstown,KWRI,WRI
Mchauru Airport,-2.813667,32.172472,AF,TZ,TZ-18,Geita,HTRU,GIT
McKellar-Sipes Regional Airport,35.599899,-88.915604,NA,US,US-TN,Jackson,KMKL,MKL
McMinn County Airport,35.39730072,-84.56259918,NA,US,US-TN,Athens,KMMI,MMI
Meadow Lake Airport,54.12530136,-108.5230026,NA,CA,CA-SK,Meadow Lake,CYLJ,YLJ
Meadows Field,35.433601,-119.056999,NA,US,US-CA,Bakersfield,KBFL,BFL
Mecheria Airport,33.53590012,-0.242353007,AF,DZ,DZ-45,Mecheria,DAAY,MZW
Medicine Hat Regional Airport,50.018902,-110.721001,NA,CA,CA-AB,Medicine Hat,CYXH,YXH
Meekatharra Airport,-26.61170006,118.5479965,OC,AU,AU-WA,Meekatharra,YMEK,MKR
Mefford Field,36.15629959,-119.3259964,NA,US,US-CA,Tulare,KTLR,TLR
Megève Altiport,45.823005,6.649406,EU,FR,FR-ARA,Megève,LFHM,MVV
Meghauli Airport,27.5774,84.22875,AS,NP,NP-P3,Meghauli,VNMG,MEY
Mehamn Airport,71.02970123,27.82670021,EU,NO,NO-54,Mehamn,ENMH,MEH
Mehrabad International Airport,35.68920135,51.31340027,AS,IR,IR-23,Tehran,OIII,THR
Meizhou Meixian Changgangji International Airport,24.263425,116.097857,AS,CN,CN-44,Meizhou (Meixian),ZGMX,MXZ
Mekambo Airport,1.01699996,13.93299961,AF,GA,GA-6,Mekambo,FOOE,MKB
Mekane Selam Airport,10.7254,38.7415,AF,ET,ET-AM,Mekane Selam,HAMA,MKS
Mekoryuk Airport,60.37139893,-166.2709961,NA,US,US-AK,Mekoryuk,PAMY,MYU
Melalan Airport,-0.203611,115.760002,AS,ID,ID-KI,Melak-Borneo Island,WALE,GHS
Melangguane Airport,4.00694,126.672997,AS,ID,ID-SA,Karakelong Island,WAMN,MNA
Melbourne Airport,,,OC,AU,AU-VIC,Melbourne,,MEL
Melbourne Essendon Airport,-37.7281,144.901993,OC,AU,AU-VIC,Essendon Fields,YMEN,MEB
Melbourne International Airport,-37.673302,144.843002,OC,AU,AU-VIC,Melbourne,YMML,MEL
Melbourne Moorabbin Airport,-37.97579956,145.102005,OC,AU,AU-VIC,Melbourne,YMMB,MBW
Melbourne Orlando International Airport,28.1028,-80.645302,NA,US,US-FL,Melbourne,KMLB,MLB
Melilla Airport,35.2798,-2.95626,AF,ES,ES-ML,Melilla,GEML,MLN
Mélio Viana Airport,-21.79059982,-45.26919937,SA,BR,BR-MG,Três Corações,SNVI,QID
Memanbetsu Airport,43.88059998,144.1640015,AS,JP,JP-01,Ōzora,RJCM,MMB
Memmingen Allgau Airport,47.98880005,10.23950005,EU,DE,DE-BY,Memmingen,EDJA,FMM
Memorial Field Airport,34.4788,-93.096262,NA,US,US-AR,Hot Springs,KHOT,HOT
Memphis International Airport,35.04240036,-89.97669983,NA,US,US-TN,Memphis,KMEM,MEM
Menara Airport,31.60689926,-8.036299706,AF,MA,MA-MAR,Marrakech,GMMX,RAK
Mende-Brenoux Airfield,44.502102,3.53282,EU,FR,FR-OCC,Mende/Brénoux,LFNB,MEN
Mendi Airport,-6.14774,143.656998,OC,PG,PG-SHM,Mendi,AYMN,MDU
Mendi Airport,9.767,35.099998,AF,ET,ET-OR,Mendi,HAMN,NDM
Menominee–Marinette Twin County Airport,45.126701,-87.638397,NA,US,US-MI,Menominee,KMNM,MNM
Menongue Airport,-14.6576004,17.71980095,AF,AO,AO-CCU,Menongue,FNME,SPP
Menorca Airport,39.862598,4.21865,EU,ES,ES-IB,Mahón (Maó),LEMH,MAH
Menyamya Airport,-7.211666667,146.0193611,OC,PG,PG-MPL,Menyamya,AYMC,MYX
Mercedes Airport,-29.22139931,-58.08779907,SA,AR,AR-W,Mercedes,SATM,MDX
Mercedita Airport,18.00830078,-66.56300354,NA,PR,PR-U-A,Ponce,TJPS,PSE
Merced Regional Macready Field,37.28469849,-120.5139999,NA,US,US-CA,Merced,KMCE,MCE
Mercer County Airport,37.295799,-81.207703,NA,US,US-WV,Bluefield,KBLF,BLF
Merdei Airport,-1.591154,133.295867,AS,ID,ID-PB,Merdei-Papua Island,WASM,RDE
Méribel Altiport,45.407505,6.577597,EU,FR,FR-ARA,Les Allues,LFKX,MFX
Merimbula Airport,-36.90859985,149.901001,OC,AU,AU-NSW,Merimbula,YMER,MIM
Merle K (Mudhole) Smith Airport,60.491798,-145.477997,NA,US,US-AK,Cordova,PACV,CDV
Merluna Airport,-13.0649,142.4536,OC,AU,AU-QLD,Merluna,YMEU,MLV
Merowe Airport,18.443333,31.843333,AF,SD,SD-01,Merowe,HSMN,MWE
Merrill Field,61.21350098,-149.8439941,NA,US,US-AK,Anchorage,PAMR,MRI
Merrill Municipal Airport,45.19889832,-89.71289825,NA,US,US-WI,Merrill,KRRL,RRL
Merritt Airport,50.12279892,-120.7470016,NA,CA,CA-BC,Merritt,CAD5,YMB
Merritt Island Airport,28.34160042,-80.6855011,NA,US,US-FL,Merritt Island,KCOI,COI
Mersing Airport,2.389148,103.874183,AS,MY,MY-01,Mersing,WMAU,MEP
Mertarvik Airport,60.810278,-164.449444,NA,US,US-AK,Mertarvik,PAEW,WWT
Merville-Calonne Airport,50.61840057,2.642240047,EU,FR,FR-HDF,Merville/Calonne,LFQT,HZB
Mesa Del Rey Airport,36.22800064,-121.1220016,NA,US,US-CA,King City,KKIC,KIC
Meselia Airport,-6.1364,149.1183,OC,PG,PG-WBK,Demgulu,AYES,MFZ
Metema Airport,12.93299961,36.16699982,AF,ET,ET-AM,Metema,HAMM,ETE
Metlakatla Seaplane Base,55.131001,-131.578003,NA,US,US-AK,Metlakatla,PAMM,MTM
Metro Field,64.80680084,-147.7619934,NA,US,US-AK,Fairbanks,MTF,MTX
Metropolitan Oakland International Airport,37.721298,-122.221001,NA,US,US-CA,Oakland,KOAK,OAK
Mettel Field,39.69850159,-85.12969971,NA,US,US-IN,Connersville,KCEV,CEV
Metz-Nancy-Lorraine Airport,48.98210144,6.251319885,EU,FR,FR-GES,Metz / Nancy,LFJL,ETZ
Meyers Chuck Seaplane Base,55.73960114,-132.2550049,NA,US,US-AK,Meyers Chuck,84K,WMK
Mfuwe Airport,-13.25889969,31.93659973,AF,ZM,ZM-03,Mfuwe,FLMF,MFU
M. Graham Clark Downtown Airport,36.62590027,-93.22889709,NA,US,US-MO,Branson / Hollister,KPLK,PLK
Miami Executive Airport,25.6479,-80.4328,NA,US,US-FL,Miami,KTMB,TMB
Miami International Airport,25.79319954,-80.29060364,NA,US,US-FL,Miami,KMIA,MIA
Miami International Airport,,,NA,US,US-FL,Miami,,MIA
Miami-Opa Locka Executive Airport,25.907,-80.278397,NA,US,US-FL,Miami,KOPF,OPF
Miami Seaplane Base,25.77829933,-80.17030334,NA,US,US-FL,Miami,X44,MPB
Miami University Airport,39.50230026,-84.78440094,NA,US,US-OH,Oxford,KOXD,OXD
Miandrivazo Airport,-19.562799,45.450802,AF,MG,MG-U,Miandrivazo,FMMN,ZVA
Mianwali Air Base,32.56309891,71.5707016,AS,PK,PK-PB,Mianwali,OPMI,MWD
Mianyang Nanjiao Airport,31.428101,104.740997,AS,CN,CN-51,Mianyang (Fucheng),ZUMY,MIG
Michael AAF (Dugway Proving Ground) Airport,40.197396,-112.935094,NA,US,US-UT,Dugway Proving Ground,KDPG,DPG
Michigan City Municipal Airport,41.70330048,-86.82119751,NA,US,US-IN,Michigan City,KMGC,MGC
Mid-Carolina Regional Airport,35.645901,-80.520302,NA,US,US-NC,Salisbury,KRUQ,SRW
MidCoast Regional Airport at Wright Army Airfield,31.891237,-81.561003,NA,US,US-GA,Hinesville,KLHW,LIY
Mid Delta Regional Airport,33.48289871,-90.98560333,NA,US,US-MS,Greenville,KGLH,GLH
Middle Caicos Airport,21.82602,-71.8025,NA,TC,TC-MC,Middle Caicos,MBMC,MDS
Middle Georgia Regional Airport,32.69279861,-83.64920044,NA,US,US-GA,Macon,KMCN,MCN
Middleton Island Airport,59.44990158,-146.3070068,NA,US,US-AK,Middleton Island,PAMD,MDO
Middletown Regional Airport,39.530998,-84.395302,NA,US,US-OH,Middletown,KMWO,MWO
Midgard Airport,-22.0106,17.37,AF,NA,NA-OD,Midgard,FYMG,MQG
Midland Airpark,32.03649902,-102.1009979,NA,US,US-TX,Midland,KMDD,MDD
Midland International Air and Space Port,31.942499,-102.202003,NA,US,US-TX,Midland,KMAF,MAF
Mid Ohio Valley Regional Airport,39.3451004,-81.43920135,NA,US,US-WV,Parkersburg,KPKB,PKB
Mifflin County Airport,40.67739868,-77.62680054,NA,US,US-PA,Reedsville,KRVL,RED
Migalovo Air Base,56.8246994,35.75770187,EU,RU,RU-TVE,Tver,UUEM,KLD
Mihail Kogălniceanu International Airport,44.36220169,28.48830032,EU,RO,RO-CT,Constanţa,LRCK,CND
Mikkeli Airport,61.6866,27.201799,EU,FI,FI-04,Mikkeli,EFMI,MIK
Mikonos Airport,37.43510056,25.34810066,EU,GR,GR-L,Mykonos Island,LGMK,JMK
Milan Bergamo Airport,45.673901,9.70417,EU,IT,IT-25,Milan,LIME,BGY
Milano Linate Airport,45.445099,9.27674,EU,IT,IT-25,Milan,LIML,LIN
Milas Bodrum International Airport,37.25059891,27.66430092,AS,TR,TR-48,Bodrum,LTFE,BJV
Mildura Airport,-34.22919846,142.0859985,OC,AU,AU-VIC,Mildura,YMIA,MQL
Miles Airport,-26.806447,150.168953,OC,AU,AU-QLD,Miles,YMLS,WLE
Miles City Airport - Frank Wiley Field,46.428001,-105.886002,NA,US,US-MT,Miles City,KMLS,MLS
Miley Memorial Field,42.58509827,-110.1110001,NA,US,US-WY,Big Piney,KBPI,BPI
Mili Island Airport,6.08333,171.733002,OC,MH,MH-MIL,Mili Island,MLIP,MIJ
Milingimbi Airport,-12.09440041,134.8939972,OC,AU,AU-NT,Milingimbi Island,YMGB,MGT
Miller Field,42.856211,-100.549192,NA,US,US-NE,Valentine,KVTN,VTN
Millington-Memphis Airport,35.356701,-89.8703,NA,US,US-TN,Millington,KNQA,NQA
Millville Municipal Airport,39.367802,-75.072197,NA,US,US-NJ,Millville,KMIV,MIV
Milos Airport,36.696899,24.4769,EU,GR,GR-L,Milos Island,LGML,MLO
Minaçu Airport,-13.5491,-48.195301,SA,BR,BR-GO,Minaçu,SWIQ,MQH
Minamidaito Airport,25.8465,131.263,AS,JP,JP-47,Minamidaito,ROMD,MMD
Minangkabau International Airport,-0.786917,100.280998,AS,ID,ID-SB,Padang (Katapiang),WIEE,PDG
Minatitlán/Coatzacoalcos International Airport,18.103399,-94.580704,NA,MX,MX-VER,Cosoleacaque,MMMT,MTT
Minchumina Airport,63.886002,-152.302002,NA,US,US-AK,Minchumina,PAMH,LMA
Minden-Tahoe Airport,39.00030136,-119.7509995,NA,US,US-NV,Minden,KMEV,MEV
Mindik Airport,-6.471666667,147.4411389,OC,PG,PG-MPL,Mindik,AYMI,MXK
Mindiptana Airport,-5.876929,140.70946,AS,ID,ID-PS,Mindiptana-Papua Island,WAKD,MDP
Mineralnyye Vody Airport,44.22510147,43.08190155,EU,RU,RU-STA,Mineralnyye Vody,URMM,MRV
Mineral Wells Regional Airport,32.781601,-98.060204,NA,US,US-TX,Mineral Wells,KMWL,MWL
Minhas Air Base,33.86909866,72.40090179,AS,PK,PK-PB,Kamra,OPMS,ATG
Minister Pistarini International Airport,-34.8222,-58.5358,SA,AR,AR-B,Buenos Aires (Ezeiza),SAEZ,EZE
Ministro Victor Konder International Airport,-26.879431,-48.650979,SA,BR,BR-SC,Navegantes,SBNF,NVT
Minna Airport,9.652170181,6.462259769,AF,NG,NG-NI,Minna,DNMN,MXJ
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,NA,US,US-MN,Minneapolis,KMSP,MSP
Minot Air Force Base,48.4156,-101.358002,NA,US,US-ND,Minot,KMIB,MIB
Minot International Airport,48.25939941,-101.2799988,NA,US,US-ND,Minot,KMOT,MOT
Minsk National Airport,53.888071,28.039964,EU,BY,BY-MI,Minsk,UMMS,MSQ
Minvoul Airport,2.150000095,12.13300037,AF,GA,GA-9,Minvoul,FOGV,MVX
Miquelon Airport,47.095501,-56.380299,NA,PM,PM-ML,Miquelon,LFVM,MQC
Miraflores Airport,1.35,-71.9444,SA,CO,CO-GUV,Miraflores,SKMF,MFS
Miramar Airport,-38.2271,-57.8697,SA,AR,AR-B,Miramar,SAEM,MJR
Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,NA,US,US-CA,San Diego,KNKX,NKX
Miramichi Airport,47.007801,-65.449203,NA,CA,CA-NB,Miramichi,CYCH,YCH
Miranda Downs Airport,-17.328899,141.886002,OC,AU,AU-QLD,Miranda Downs,YMIR,MWY
Miri Airport,4.32201,113.987,AS,MY,MY-13,Miri,WBGR,MYY
Mirny Airport,62.53469849,114.0390015,AS,RU,RU-SA,Mirny,UERR,MJZ
Misawa Air Base / Misawa Airport,40.703201,141.367996,AS,JP,JP-02,Misawa,RJSM,MSJ
Misima Island Airport,-10.6892004,152.8379974,OC,PG,PG-MBA,Misima Island,AYMS,MIS
Misrata International Airport,32.325001,15.061,AF,LY,LY-MI,Misrata,HLMS,MRA
Mission Field,45.69940186,-110.447998,NA,US,US-MT,Livingston,KLVM,LVM
Missoula International Airport,46.91630173,-114.0910034,NA,US,US-MT,Missoula,KMSO,MSO
Mitchell Municipal Airport,43.77479935,-98.03859711,NA,US,US-SD,Mitchell,KMHE,MHE
Mitchell Plateau Airport,-14.790817,125.825729,OC,AU,AU-WA,Mitchell Plateau,YMIP,MIH
